action,time,n
add,0.000000,18789
scope,0.000589,18789
content,0.000173,18789
add,0.000000,18790
scope,0.000620,18790
content,0.000192,18790
add,0.000000,18791
scope,0.000771,18791
content,0.000235,18791
add,0.000000,18792
scope,0.000657,18792
content,0.000165,18792
add,0.000000,18793
scope,0.000622,18793
content,0.000161,18793
add,0.000000,18794
scope,0.000656,18794
content,0.000173,18794
add,0.000001,18795
scope,0.000673,18795
content,0.000210,18795
add,0.000001,18796
scope,0.000635,18796
content,0.000169,18796
add,0.000000,18797
scope,0.000619,18797
content,0.000166,18797
add,0.000000,18798
scope,0.000722,18798
content,0.000192,18798
add,0.000000,18799
scope,0.000682,18799
content,0.000175,18799
add,0.000000,18800
scope,0.000662,18800
content,0.000173,18800
add,0.000000,18801
scope,0.000670,18801
content,0.000183,18801
add,0.000000,18802
scope,0.000738,18802
content,0.000155,18802
add,0.000001,18803
scope,0.000604,18803
content,0.000173,18803
add,0.000000,18804
scope,0.000685,18804
content,0.000157,18804
add,0.000000,18805
scope,0.000628,18805
content,0.000163,18805
add,0.000001,18806
scope,0.000722,18806
content,0.000191,18806
add,0.000000,18807
scope,0.000746,18807
content,0.000183,18807
add,0.000000,18808
scope,0.000638,18808
content,0.000168,18808
add,0.000000,18809
scope,0.000707,18809
content,0.000165,18809
add,0.000001,18810
scope,0.000624,18810
content,0.000164,18810
add,0.000000,18811
scope,0.000659,18811
content,0.000162,18811
add,0.000001,18812
scope,0.000646,18812
content,0.000168,18812
add,0.000001,18813
scope,0.000770,18813
content,0.000194,18813
add,0.000000,18814
scope,0.000787,18814
content,0.000183,18814
add,0.000001,18815
scope,0.000782,18815
content,0.000181,18815
add,0.000000,18816
scope,0.000794,18816
content,0.000203,18816
add,0.000000,18817
scope,0.000724,18817
content,0.000197,18817
add,0.000001,18818
scope,0.000797,18818
content,0.000211,18818
add,0.000001,18819
scope,0.000899,18819
content,0.000179,18819
add,0.000000,18820
scope,0.000669,18820
content,0.000180,18820
add,0.000000,18821
scope,0.000743,18821
content,0.000215,18821
add,0.000000,18822
scope,0.000841,18822
content,0.000218,18822
add,0.000000,18823
scope,0.000692,18823
content,0.000170,18823
add,0.000000,18824
scope,0.000645,18824
content,0.000169,18824
add,0.000000,18825
scope,0.000764,18825
content,0.000179,18825
add,0.000001,18826
scope,0.000618,18826
content,0.000158,18826
add,0.000001,18827
scope,0.000589,18827
content,0.000154,18827
add,0.000000,18828
scope,0.000587,18828
content,0.000153,18828
add,0.000000,18829
scope,0.000652,18829
content,0.000159,18829
add,0.000001,18830
scope,0.000599,18830
content,0.000158,18830
add,0.000001,18831
scope,0.000623,18831
content,0.000158,18831
add,0.000000,18832
scope,0.000622,18832
content,0.000156,18832
add,0.000000,18833
scope,0.000665,18833
content,0.000152,18833
add,0.000000,18834
scope,0.000606,18834
content,0.000154,18834
add,0.000000,18835
scope,0.000597,18835
content,0.000160,18835
add,0.000001,18836
scope,0.000629,18836
content,0.000184,18836
add,0.000000,18837
scope,0.000714,18837
content,0.000178,18837
add,0.000000,18838
scope,0.000658,18838
content,0.000177,18838
add,0.000001,18839
scope,0.000803,18839
content,0.000238,18839
add,0.000001,18840
scope,0.000624,18840
content,0.000157,18840
add,0.000000,18841
scope,0.000671,18841
content,0.000163,18841
add,0.000000,18842
scope,0.000631,18842
content,0.000164,18842
add,0.000000,18843
scope,0.000646,18843
content,0.000253,18843
add,0.000001,18844
scope,0.000616,18844
content,0.000158,18844
add,0.000000,18845
scope,0.000634,18845
content,0.000163,18845
add,0.000000,18846
scope,0.000594,18846
content,0.000176,18846
add,0.000000,18847
scope,0.000615,18847
content,0.000158,18847
add,0.000000,18848
scope,0.000585,18848
content,0.000154,18848
add,0.000000,18849
scope,0.000574,18849
content,0.000152,18849
add,0.000000,18850
scope,0.000567,18850
content,0.000149,18850
add,0.000000,18851
scope,0.000643,18851
content,0.000154,18851
add,0.000001,18852
scope,0.000574,18852
content,0.000149,18852
add,0.000001,18853
scope,0.000575,18853
content,0.000148,18853
add,0.000001,18854
scope,0.000570,18854
content,0.000151,18854
add,0.000000,18855
scope,0.000595,18855
content,0.000150,18855
add,0.000000,18856
scope,0.000572,18856
content,0.000148,18856
add,0.000000,18857
scope,0.000609,18857
content,0.000156,18857
add,0.000000,18858
scope,0.000629,18858
content,0.000164,18858
add,0.000001,18859
scope,0.000650,18859
content,0.000168,18859
add,0.000000,18860
scope,0.000642,18860
content,0.000171,18860
add,0.000000,18861
scope,0.000596,18861
content,0.000152,18861
add,0.000000,18862
scope,0.000583,18862
content,0.000147,18862
add,0.000000,18863
scope,0.000747,18863
content,0.000162,18863
add,0.000000,18864
scope,0.000596,18864
content,0.000154,18864
add,0.000000,18865
scope,0.000714,18865
content,0.000173,18865
add,0.000001,18866
scope,0.000701,18866
content,0.000216,18866
add,0.000001,18867
scope,0.000911,18867
content,0.000229,18867
add,0.000000,18868
scope,0.000878,18868
content,0.000302,18868
add,0.000000,18869
scope,0.001147,18869
content,0.000294,18869
add,0.000000,18870
scope,0.000951,18870
content,0.000301,18870
add,0.000000,18871
scope,0.001023,18871
content,0.000306,18871
add,0.000000,18872
scope,0.000918,18872
content,0.000298,18872
add,0.000001,18873
scope,0.001150,18873
content,0.000283,18873
add,0.000000,18874
scope,0.001003,18874
content,0.000265,18874
add,0.000000,18875
scope,0.000773,18875
content,0.000242,18875
add,0.000000,18876
scope,0.000896,18876
content,0.000269,18876
add,0.000001,18877
scope,0.000835,18877
content,0.000191,18877
add,0.000001,18878
scope,0.000799,18878
content,0.000215,18878
add,0.000001,18879
scope,0.000753,18879
content,0.000186,18879
add,0.000000,18880
scope,0.000721,18880
content,0.000198,18880
add,0.000000,18881
scope,0.000687,18881
content,0.000173,18881
add,0.000000,18882
scope,0.000660,18882
content,0.000188,18882
add,0.000000,18883
scope,0.000780,18883
content,0.000177,18883
add,0.000000,18884
scope,0.000671,18884
content,0.000168,18884
add,0.000000,18885
scope,0.000634,18885
content,0.000167,18885
add,0.000000,18886
scope,0.000649,18886
content,0.000161,18886
add,0.000000,18887
scope,0.000618,18887
content,0.000160,18887
add,0.000001,18888
scope,0.000620,18888
content,0.000167,18888
add,0.000000,18889
scope,0.000624,18889
content,0.000160,18889
add,0.000000,18890
scope,0.000755,18890
content,0.000186,18890
add,0.000001,18891
scope,0.000674,18891
content,0.000176,18891
add,0.000000,18892
scope,0.000654,18892
content,0.000167,18892
add,0.000000,18893
scope,0.000633,18893
content,0.000174,18893
add,0.000000,18894
scope,0.000646,18894
content,0.000169,18894
add,0.000000,18895
scope,0.000668,18895
content,0.000166,18895
add,0.000000,18896
scope,0.000610,18896
content,0.000161,18896
add,0.000000,18897
scope,0.000612,18897
content,0.000173,18897
add,0.000000,18898
scope,0.000632,18898
content,0.000160,18898
add,0.000000,18899
scope,0.000590,18899
content,0.000157,18899
add,0.000001,18900
scope,0.000591,18900
content,0.000157,18900
add,0.000000,18901
scope,0.000584,18901
content,0.000154,18901
add,0.000000,18902
scope,0.000615,18902
content,0.000154,18902
add,0.000000,18903
scope,0.000632,18903
content,0.000165,18903
add,0.000001,18904
scope,0.000635,18904
content,0.000175,18904
add,0.000001,18905
scope,0.000651,18905
content,0.000174,18905
add,0.000000,18906
scope,0.000618,18906
content,0.000148,18906
add,0.000000,18907
scope,0.000558,18907
content,0.000139,18907
add,0.000001,18908
scope,0.000527,18908
content,0.000141,18908
add,0.000000,18909
scope,0.000517,18909
content,0.000134,18909
add,0.000000,18910
scope,0.000518,18910
content,0.000135,18910
add,0.000000,18911
scope,0.000529,18911
content,0.000139,18911
add,0.000000,18912
scope,0.000538,18912
content,0.000141,18912
add,0.000000,18913
scope,0.000529,18913
content,0.000139,18913
add,0.000000,18914
scope,0.000560,18914
content,0.000154,18914
add,0.000000,18915
scope,0.000535,18915
content,0.000150,18915
add,0.000000,18916
scope,0.000524,18916
content,0.000135,18916
add,0.000001,18917
scope,0.000506,18917
content,0.000134,18917
add,0.000000,18918
scope,0.000517,18918
content,0.000136,18918
add,0.000001,18919
scope,0.000519,18919
content,0.000130,18919
add,0.000000,18920
scope,0.000490,18920
content,0.000150,18920
add,0.000000,18921
scope,0.000545,18921
content,0.000142,18921
add,0.000000,18922
scope,0.000512,18922
content,0.000136,18922
add,0.000000,18923
scope,0.000506,18923
content,0.000149,18923
add,0.000000,18924
scope,0.000573,18924
content,0.000159,18924
add,0.000001,18925
scope,0.000557,18925
content,0.000142,18925
add,0.000001,18926
scope,0.000555,18926
content,0.000135,18926
add,0.000001,18927
scope,0.000511,18927
content,0.000133,18927
add,0.000000,18928
scope,0.000520,18928
content,0.000141,18928
add,0.000000,18929
scope,0.000518,18929
content,0.000135,18929
add,0.000000,18930
scope,0.000504,18930
content,0.000136,18930
add,0.000000,18931
scope,0.000505,18931
content,0.000138,18931
add,0.000000,18932
scope,0.000517,18932
content,0.000141,18932
add,0.000001,18933
scope,0.000586,18933
content,0.000147,18933
add,0.000000,18934
scope,0.000554,18934
content,0.000135,18934
add,0.000001,18935
scope,0.000515,18935
content,0.000136,18935
add,0.000000,18936
scope,0.000510,18936
content,0.000135,18936
add,0.000000,18937
scope,0.000519,18937
content,0.000137,18937
add,0.000001,18938
scope,0.000537,18938
content,0.000143,18938
add,0.000000,18939
scope,0.000534,18939
content,0.000135,18939
add,0.000001,18940
scope,0.000517,18940
content,0.000129,18940
add,0.000000,18941
scope,0.000490,18941
content,0.000134,18941
add,0.000000,18942
scope,0.000550,18942
content,0.000163,18942
add,0.000001,18943
scope,0.000532,18943
content,0.000144,18943
add,0.000000,18944
scope,0.000516,18944
content,0.000134,18944
add,0.000000,18945
scope,0.000519,18945
content,0.000133,18945
add,0.000000,18946
scope,0.000512,18946
content,0.000134,18946
add,0.000000,18947
scope,0.000515,18947
content,0.000135,18947
add,0.000000,18948
scope,0.000519,18948
content,0.000134,18948
add,0.000000,18949
scope,0.000508,18949
content,0.000131,18949
add,0.000000,18950
scope,0.000557,18950
content,0.000153,18950
add,0.000000,18951
scope,0.000532,18951
content,0.000160,18951
add,0.000000,18952
scope,0.000575,18952
content,0.000159,18952
add,0.000001,18953
scope,0.000548,18953
content,0.000139,18953
add,0.000000,18954
scope,0.000521,18954
content,0.000137,18954
add,0.000000,18955
scope,0.000510,18955
content,0.000143,18955
add,0.000001,18956
scope,0.000564,18956
content,0.000144,18956
add,0.000000,18957
scope,0.000527,18957
content,0.000139,18957
add,0.000000,18958
scope,0.000507,18958
content,0.000134,18958
add,0.000000,18959
scope,0.000520,18959
content,0.000135,18959
add,0.000000,18960
scope,0.000525,18960
content,0.000136,18960
add,0.000001,18961
scope,0.000558,18961
content,0.000150,18961
add,0.000001,18962
scope,0.000547,18962
content,0.000135,18962
add,0.000001,18963
scope,0.000505,18963
content,0.000147,18963
add,0.000000,18964
scope,0.000511,18964
content,0.000134,18964
add,0.000001,18965
scope,0.000504,18965
content,0.000146,18965
add,0.000000,18966
scope,0.000533,18966
content,0.000142,18966
add,0.000000,18967
scope,0.000524,18967
content,0.000132,18967
add,0.000000,18968
scope,0.000505,18968
content,0.000130,18968
add,0.000001,18969
scope,0.000495,18969
content,0.000137,18969
add,0.000000,18970
scope,0.000522,18970
content,0.000139,18970
add,0.000000,18971
scope,0.000587,18971
content,0.000144,18971
add,0.000001,18972
scope,0.000528,18972
content,0.000144,18972
add,0.000000,18973
scope,0.000553,18973
content,0.000140,18973
add,0.000000,18974
scope,0.000528,18974
content,0.000134,18974
add,0.000000,18975
scope,0.000524,18975
content,0.000132,18975
add,0.000000,18976
scope,0.000498,18976
content,0.000138,18976
add,0.000000,18977
scope,0.000507,18977
content,0.000135,18977
add,0.000000,18978
scope,0.000509,18978
content,0.000134,18978
add,0.000000,18979
scope,0.000513,18979
content,0.000137,18979
add,0.000000,18980
scope,0.000591,18980
content,0.000141,18980
add,0.000001,18981
scope,0.000544,18981
content,0.000135,18981
add,0.000000,18982
scope,0.000536,18982
content,0.000128,18982
add,0.000000,18983
scope,0.000508,18983
content,0.000157,18983
add,0.000000,18984
scope,0.000812,18984
content,0.000182,18984
add,0.000001,18985
scope,0.000585,18985
content,0.000153,18985
add,0.000001,18986
scope,0.000590,18986
content,0.000155,18986
add,0.000000,18987
scope,0.000567,18987
content,0.000141,18987
add,0.000000,18988
scope,0.000563,18988
content,0.000149,18988
add,0.000000,18989
scope,0.000570,18989
content,0.000152,18989
add,0.000001,18990
scope,0.000581,18990
content,0.000137,18990
add,0.000000,18991
scope,0.000521,18991
content,0.000135,18991
add,0.000000,18992
scope,0.000517,18992
content,0.000134,18992
add,0.000000,18993
scope,0.000513,18993
content,0.000135,18993
add,0.000000,18994
scope,0.000558,18994
content,0.000138,18994
add,0.000000,18995
scope,0.000533,18995
content,0.000142,18995
add,0.000000,18996
scope,0.000539,18996
content,0.000167,18996
add,0.000000,18997
scope,0.000616,18997
content,0.000143,18997
add,0.000001,18998
scope,0.000544,18998
content,0.000136,18998
add,0.000001,18999
scope,0.000529,18999
content,0.000133,18999
add,0.000001,19000
scope,0.000497,19000
content,0.000131,19000
add,0.000000,19001
scope,0.000525,19001
content,0.000141,19001
add,0.000000,19002
scope,0.000545,19002
content,0.000145,19002
add,0.000000,19003
scope,0.000538,19003
content,0.000131,19003
add,0.000000,19004
scope,0.000504,19004
content,0.000143,19004
add,0.000000,19005
scope,0.000524,19005
content,0.000134,19005
add,0.000001,19006
scope,0.000564,19006
content,0.000173,19006
add,0.000000,19007
scope,0.000649,19007
content,0.000154,19007
add,0.000001,19008
scope,0.000576,19008
content,0.000140,19008
add,0.000000,19009
scope,0.000527,19009
content,0.000136,19009
add,0.000001,19010
scope,0.000523,19010
content,0.000137,19010
add,0.000001,19011
scope,0.000555,19011
content,0.000147,19011
add,0.000001,19012
scope,0.000532,19012
content,0.000135,19012
add,0.000001,19013
scope,0.000514,19013
content,0.000133,19013
add,0.000000,19014
scope,0.000516,19014
content,0.000131,19014
add,0.000001,19015
scope,0.000593,19015
content,0.000155,19015
add,0.000000,19016
scope,0.000598,19016
content,0.000137,19016
add,0.000000,19017
scope,0.000532,19017
content,0.000143,19017
add,0.000001,19018
scope,0.000540,19018
content,0.000138,19018
add,0.000000,19019
scope,0.000521,19019
content,0.000135,19019
add,0.000000,19020
scope,0.000554,19020
content,0.000146,19020
add,0.000000,19021
scope,0.000533,19021
content,0.000137,19021
add,0.000001,19022
scope,0.000523,19022
content,0.000134,19022
add,0.000000,19023
scope,0.000503,19023
content,0.000141,19023
add,0.000000,19024
scope,0.000582,19024
content,0.000151,19024
add,0.000000,19025
scope,0.000566,19025
content,0.000141,19025
add,0.000000,19026
scope,0.000524,19026
content,0.000138,19026
add,0.000000,19027
scope,0.000532,19027
content,0.000138,19027
add,0.000001,19028
scope,0.000517,19028
content,0.000136,19028
add,0.000000,19029
scope,0.000527,19029
content,0.000146,19029
add,0.000001,19030
scope,0.000564,19030
content,0.000133,19030
add,0.000000,19031
scope,0.000505,19031
content,0.000134,19031
add,0.000001,19032
scope,0.000508,19032
content,0.000132,19032
add,0.000000,19033
scope,0.000505,19033
content,0.000138,19033
add,0.000000,19034
scope,0.000609,19034
content,0.000146,19034
add,0.000000,19035
scope,0.000569,19035
content,0.000130,19035
add,0.000000,19036
scope,0.000515,19036
content,0.000131,19036
add,0.000000,19037
scope,0.000518,19037
content,0.000130,19037
add,0.000000,19038
scope,0.000533,19038
content,0.000132,19038
add,0.000000,19039
scope,0.000518,19039
content,0.000134,19039
add,0.000001,19040
scope,0.000500,19040
content,0.000133,19040
add,0.000000,19041
scope,0.000494,19041
content,0.000131,19041
add,0.000001,19042
scope,0.000503,19042
content,0.000150,19042
add,0.000000,19043
scope,0.000536,19043
content,0.000139,19043
add,0.000000,19044
scope,0.000528,19044
content,0.000130,19044
add,0.000000,19045
scope,0.000503,19045
content,0.000130,19045
add,0.000000,19046
scope,0.000498,19046
content,0.000130,19046
add,0.000000,19047
scope,0.000496,19047
content,0.000134,19047
add,0.000000,19048
scope,0.000509,19048
content,0.000134,19048
add,0.000000,19049
scope,0.000504,19049
content,0.000130,19049
add,0.000000,19050
scope,0.000498,19050
content,0.000131,19050
add,0.000000,19051
scope,0.000495,19051
content,0.000130,19051
add,0.000001,19052
scope,0.000522,19052
content,0.000145,19052
add,0.000000,19053
scope,0.000503,19053
content,0.000135,19053
add,0.000000,19054
scope,0.000510,19054
content,0.000131,19054
add,0.000000,19055
scope,0.000513,19055
content,0.000130,19055
add,0.000000,19056
scope,0.000506,19056
content,0.000135,19056
add,0.000000,19057
scope,0.000516,19057
content,0.000130,19057
add,0.000000,19058
scope,0.000516,19058
content,0.000132,19058
add,0.000000,19059
scope,0.000501,19059
content,0.000131,19059
add,0.000000,19060
scope,0.000497,19060
content,0.000131,19060
add,0.000001,19061
scope,0.000498,19061
content,0.000133,19061
add,0.000000,19062
scope,0.000566,19062
content,0.000135,19062
add,0.000000,19063
scope,0.000500,19063
content,0.000132,19063
add,0.000000,19064
scope,0.000516,19064
content,0.000139,19064
add,0.000000,19065
scope,0.000538,19065
content,0.000142,19065
add,0.000000,19066
scope,0.000609,19066
content,0.000181,19066
add,0.000001,19067
scope,0.000668,19067
content,0.000233,19067
add,0.000000,19068
scope,0.000647,19068
content,0.000211,19068
add,0.000001,19069
scope,0.000727,19069
content,0.000195,19069
add,0.000000,19070
scope,0.000602,19070
content,0.000143,19070
add,0.000000,19071
scope,0.000548,19071
content,0.000137,19071
add,0.000000,19072
scope,0.000519,19072
content,0.000136,19072
add,0.000001,19073
scope,0.000527,19073
content,0.000131,19073
add,0.000001,19074
scope,0.000516,19074
content,0.000138,19074
add,0.000000,19075
scope,0.000510,19075
content,0.000130,19075
add,0.000000,19076
scope,0.000498,19076
content,0.000134,19076
add,0.000000,19077
scope,0.000520,19077
content,0.000131,19077
add,0.000000,19078
scope,0.000528,19078
content,0.000134,19078
add,0.000000,19079
scope,0.000506,19079
content,0.000136,19079
add,0.000000,19080
scope,0.000513,19080
content,0.000132,19080
add,0.000001,19081
scope,0.000504,19081
content,0.000131,19081
add,0.000000,19082
scope,0.000501,19082
content,0.000136,19082
add,0.000000,19083
scope,0.000536,19083
content,0.000130,19083
add,0.000001,19084
scope,0.000501,19084
content,0.000132,19084
add,0.000000,19085
scope,0.000498,19085
content,0.000132,19085
add,0.000000,19086
scope,0.000515,19086
content,0.000131,19086
add,0.000001,19087
scope,0.000511,19087
content,0.000134,19087
add,0.000000,19088
scope,0.000611,19088
content,0.000131,19088
add,0.000001,19089
scope,0.000497,19089
content,0.000132,19089
add,0.000000,19090
scope,0.000500,19090
content,0.000131,19090
add,0.000000,19091
scope,0.000497,19091
content,0.000131,19091
add,0.000000,19092
scope,0.000503,19092
content,0.000142,19092
add,0.000001,19093
scope,0.000506,19093
content,0.000131,19093
add,0.000001,19094
scope,0.000499,19094
content,0.000131,19094
add,0.000000,19095
scope,0.000500,19095
content,0.000133,19095
add,0.000001,19096
scope,0.000502,19096
content,0.000132,19096
add,0.000001,19097
scope,0.000529,19097
content,0.000154,19097
add,0.000001,19098
scope,0.000503,19098
content,0.000133,19098
add,0.000000,19099
scope,0.000503,19099
content,0.000135,19099
add,0.000000,19100
scope,0.000503,19100
content,0.000135,19100
add,0.000000,19101
scope,0.000503,19101
content,0.000133,19101
add,0.000001,19102
scope,0.000522,19102
content,0.000138,19102
add,0.000000,19103
scope,0.000508,19103
content,0.000133,19103
add,0.000000,19104
scope,0.000509,19104
content,0.000132,19104
add,0.000001,19105
scope,0.000500,19105
content,0.000134,19105
add,0.000000,19106
scope,0.000505,19106
content,0.000132,19106
add,0.000000,19107
scope,0.000524,19107
content,0.000136,19107
add,0.000000,19108
scope,0.000509,19108
content,0.000143,19108
add,0.000000,19109
scope,0.000531,19109
content,0.000133,19109
add,0.000000,19110
scope,0.000544,19110
content,0.000133,19110
add,0.000000,19111
scope,0.000533,19111
content,0.000133,19111
add,0.000000,19112
scope,0.000564,19112
content,0.000135,19112
add,0.000001,19113
scope,0.000504,19113
content,0.000137,19113
add,0.000000,19114
scope,0.000512,19114
content,0.000133,19114
add,0.000000,19115
scope,0.000513,19115
content,0.000131,19115
add,0.000001,19116
scope,0.000522,19116
content,0.000156,19116
add,0.000000,19117
scope,0.000524,19117
content,0.000133,19117
add,0.000000,19118
scope,0.000505,19118
content,0.000132,19118
add,0.000000,19119
scope,0.000508,19119
content,0.000131,19119
add,0.000000,19120
scope,0.000502,19120
content,0.000133,19120
add,0.000000,19121
scope,0.000503,19121
content,0.000132,19121
add,0.000001,19122
scope,0.000509,19122
content,0.000134,19122
add,0.000000,19123
scope,0.000507,19123
content,0.000135,19123
add,0.000001,19124
scope,0.000520,19124
content,0.000133,19124
add,0.000001,19125
scope,0.000521,19125
content,0.000133,19125
add,0.000000,19126
scope,0.000531,19126
content,0.000133,19126
add,0.000000,19127
scope,0.000532,19127
content,0.000134,19127
add,0.000000,19128
scope,0.000508,19128
content,0.000133,19128
add,0.000000,19129
scope,0.000507,19129
content,0.000138,19129
add,0.000000,19130
scope,0.000509,19130
content,0.000133,19130
add,0.000000,19131
scope,0.000520,19131
content,0.000134,19131
add,0.000000,19132
scope,0.000513,19132
content,0.000134,19132
add,0.000000,19133
scope,0.000507,19133
content,0.000133,19133
add,0.000001,19134
scope,0.000513,19134
content,0.000135,19134
add,0.000000,19135
scope,0.000517,19135
content,0.000135,19135
add,0.000001,19136
scope,0.000592,19136
content,0.000139,19136
add,0.000000,19137
scope,0.000501,19137
content,0.000134,19137
add,0.000000,19138
scope,0.000511,19138
content,0.000134,19138
add,0.000000,19139
scope,0.000518,19139
content,0.000133,19139
add,0.000000,19140
scope,0.000504,19140
content,0.000142,19140
add,0.000000,19141
scope,0.000507,19141
content,0.000134,19141
add,0.000000,19142
scope,0.000509,19142
content,0.000133,19142
add,0.000000,19143
scope,0.000508,19143
content,0.000131,19143
add,0.000001,19144
scope,0.000505,19144
content,0.000133,19144
add,0.000000,19145
scope,0.000515,19145
content,0.000146,19145
add,0.000000,19146
scope,0.000545,19146
content,0.000133,19146
add,0.000001,19147
scope,0.000508,19147
content,0.000133,19147
add,0.000001,19148
scope,0.000505,19148
content,0.000134,19148
add,0.000001,19149
scope,0.000513,19149
content,0.000133,19149
add,0.000000,19150
scope,0.000509,19150
content,0.000133,19150
add,0.000000,19151
scope,0.000514,19151
content,0.000135,19151
add,0.000000,19152
scope,0.000512,19152
content,0.000140,19152
add,0.000001,19153
scope,0.000506,19153
content,0.000137,19153
add,0.000000,19154
scope,0.000502,19154
content,0.000132,19154
add,0.000000,19155
scope,0.000511,19155
content,0.000134,19155
add,0.000000,19156
scope,0.000531,19156
content,0.000134,19156
add,0.000000,19157
scope,0.000509,19157
content,0.000133,19157
add,0.000000,19158
scope,0.000511,19158
content,0.000139,19158
add,0.000000,19159
scope,0.000532,19159
content,0.000133,19159
add,0.000001,19160
scope,0.000540,19160
content,0.000136,19160
add,0.000000,19161
scope,0.000508,19161
content,0.000137,19161
add,0.000000,19162
scope,0.000517,19162
content,0.000137,19162
add,0.000000,19163
scope,0.000510,19163
content,0.000132,19163
add,0.000000,19164
scope,0.000511,19164
content,0.000134,19164
add,0.000000,19165
scope,0.000561,19165
content,0.000136,19165
add,0.000000,19166
scope,0.000526,19166
content,0.000133,19166
add,0.000000,19167
scope,0.000504,19167
content,0.000132,19167
add,0.000000,19168
scope,0.000506,19168
content,0.000140,19168
add,0.000000,19169
scope,0.000505,19169
content,0.000148,19169
add,0.000000,19170
scope,0.000513,19170
content,0.000135,19170
add,0.000000,19171
scope,0.000502,19171
content,0.000133,19171
add,0.000000,19172
scope,0.000505,19172
content,0.000136,19172
add,0.000000,19173
scope,0.000511,19173
content,0.000138,19173
add,0.000000,19174
scope,0.000515,19174
content,0.000148,19174
add,0.000000,19175
scope,0.000510,19175
content,0.000134,19175
add,0.000000,19176
scope,0.000513,19176
content,0.000137,19176
add,0.000000,19177
scope,0.000510,19177
content,0.000134,19177
add,0.000000,19178
scope,0.000510,19178
content,0.000132,19178
add,0.000000,19179
scope,0.000505,19179
content,0.000137,19179
add,0.000000,19180
scope,0.000504,19180
content,0.000134,19180
add,0.000001,19181
scope,0.000526,19181
content,0.000134,19181
add,0.000000,19182
scope,0.000510,19182
content,0.000134,19182
add,0.000000,19183
scope,0.000523,19183
content,0.000135,19183
add,0.000000,19184
scope,0.000555,19184
content,0.000135,19184
add,0.000001,19185
scope,0.000520,19185
content,0.000141,19185
add,0.000000,19186
scope,0.000510,19186
content,0.000135,19186
add,0.000000,19187
scope,0.000518,19187
content,0.000134,19187
add,0.000000,19188
scope,0.000517,19188
content,0.000136,19188
add,0.000000,19189
scope,0.000661,19189
content,0.000209,19189
add,0.000001,19190
scope,0.000535,19190
content,0.000143,19190
add,0.000000,19191
scope,0.000518,19191
content,0.000136,19191
add,0.000000,19192
scope,0.000554,19192
content,0.000163,19192
add,0.000000,19193
scope,0.000529,19193
content,0.000136,19193
add,0.000000,19194
scope,0.000533,19194
content,0.000136,19194
add,0.000000,19195
scope,0.000962,19195
content,0.000233,19195
add,0.000000,19196
scope,0.000555,19196
content,0.000139,19196
add,0.000000,19197
scope,0.000964,19197
content,0.000144,19197
add,0.000000,19198
scope,0.000531,19198
content,0.000172,19198
add,0.000000,19199
scope,0.000600,19199
content,0.000156,19199
add,0.000001,19200
scope,0.000611,19200
content,0.000148,19200
add,0.000000,19201
scope,0.000553,19201
content,0.000155,19201
add,0.000000,19202
scope,0.000599,19202
content,0.000159,19202
add,0.000000,19203
scope,0.000606,19203
content,0.000158,19203
add,0.000001,19204
scope,0.000585,19204
content,0.000155,19204
add,0.000000,19205
scope,0.000612,19205
content,0.000156,19205
add,0.000000,19206
scope,0.000594,19206
content,0.000157,19206
add,0.000000,19207
scope,0.000616,19207
content,0.000156,19207
add,0.000000,19208
scope,0.000612,19208
content,0.000160,19208
add,0.000001,19209
scope,0.000620,19209
content,0.000161,19209
add,0.000000,19210
scope,0.000590,19210
content,0.000152,19210
add,0.000000,19211
scope,0.000590,19211
content,0.000147,19211
add,0.000000,19212
scope,0.000580,19212
content,0.000149,19212
add,0.000001,19213
scope,0.000563,19213
content,0.000146,19213
add,0.000000,19214
scope,0.000571,19214
content,0.000147,19214
add,0.000000,19215
scope,0.000568,19215
content,0.000147,19215
add,0.000000,19216
scope,0.000564,19216
content,0.000156,19216
add,0.000001,19217
scope,0.000595,19217
content,0.000149,19217
add,0.000000,19218
scope,0.000572,19218
content,0.000153,19218
add,0.000000,19219
scope,0.000576,19219
content,0.000144,19219
add,0.000001,19220
scope,0.000568,19220
content,0.000153,19220
add,0.000001,19221
scope,0.000564,19221
content,0.000151,19221
add,0.000001,19222
scope,0.000592,19222
content,0.000152,19222
add,0.000001,19223
scope,0.000564,19223
content,0.000150,19223
add,0.000001,19224
scope,0.000606,19224
content,0.000157,19224
add,0.000000,19225
scope,0.000597,19225
content,0.000155,19225
add,0.000000,19226
scope,0.000583,19226
content,0.000149,19226
add,0.000000,19227
scope,0.000570,19227
content,0.000148,19227
add,0.000001,19228
scope,0.000586,19228
content,0.000152,19228
add,0.000000,19229
scope,0.000567,19229
content,0.000148,19229
add,0.000000,19230
scope,0.000571,19230
content,0.000147,19230
add,0.000000,19231
scope,0.000563,19231
content,0.000146,19231
add,0.000000,19232
scope,0.000560,19232
content,0.000158,19232
add,0.000000,19233
scope,0.000560,19233
content,0.000157,19233
add,0.000000,19234
scope,0.000582,19234
content,0.000155,19234
add,0.000000,19235
scope,0.000575,19235
content,0.000150,19235
add,0.000000,19236
scope,0.000568,19236
content,0.000149,19236
add,0.000001,19237
scope,0.000587,19237
content,0.000148,19237
add,0.000000,19238
scope,0.000575,19238
content,0.000149,19238
add,0.000000,19239
scope,0.000596,19239
content,0.000151,19239
add,0.000000,19240
